fundRUN,fundName,fundSeries,aafmCategory,svsCategory,svsCategoryId,currency,fundRUNSeries,userCategory,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,x_coord,y_coord,netPatrimony,providedFlow,rescuedFlow,ann_return,ann_stdev,dist_anomaly,netPatrimony_scaled,2015_return,2015_stdev,2016_return,2016_stdev,2017_return,2017_stdev,2018_return,2018_stdev,2019_return,2019_stdev,2020_return,2020_stdev,cluster
8513-8,BCI EUROPA,ALPAT,Accionario Europa Desarrollado,FM MIXTO,4,P,8513-8ALPAT,International Equity,0,0.044125504,0.029137236,-0.02740527,0.023655878,-0.009705391,0.075957369,-0.04611164,-0.053178617,0.073755717,0.055536459,-0.037143625,-0.083306096,-0.053268459,0.00456711,-0.008705103,0.073895316,-0.126763927,0.049865448,0.043129069,-0.031523097,-0.038340197,0.011462325,0.045940504,-0.0141366,0.010316581,0.077227992,0.044977338,0.060762058,-0.026380207,0.010556724,-0.0403336,0.050546637,0.003349351,0.009413765,-0.046064257,0.040740816,-0.077455578,0.002672862,0.034503894,-0.000194135,0.014028029,0.015265921,0.0384343,-0.037175235,-0.049303574,-0.049375624,-0.034170524,0.024841784,0.013769567,0.043562662,0.042726898,-0.019386722,0.006631396,0.006881008,0.003477995,0.027372284,0.043672735,0.120505309,-0.049166402,0.050581594,-0.049067069,-0.131735784,0.057044715,0.016020105,0.050127914,-0.034111155,0.069074805,-0.001839927,-0.076958596,0.113164445,-0.021046081,0.01258821,-47.545414,5.1329603,243201201.6,417647.6573,438642.547,4.739969957,17.39125058,0,10.03160931,12.35107104,16.73003393,-4.601531608,20.03066726,15.61553571,14.21127088,-14.03895905,13.26777953,25.68782832,14.99966831,-3.457653311,24.71135209,1
8608-8,BCI EXPRESS,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,8608-8A,"Domestic Bond, < 365",0,0.002411216,0.002269283,0.001872136,0.001737122,0.001609383,0.0022749,0.000961724,0.001283534,0.002805474,0.00228177,0.001521611,0.002226638,0.002489751,0.002554696,0.002425476,0.0023796,0.002240267,0.002318378,0.002248887,0.002139352,0.002234938,0.002137227,0.002256099,0.002277621,0.002029825,0.001998406,0.001904708,0.001699499,0.001567979,0.001496932,0.001504453,0.001442544,0.00144441,0.001453538,0.001523617,0.002381911,0.002179171,0.002298645,0.002242884,0.002284709,0.002224736,0.00230286,0.002308456,0.002257346,0.002344167,0.002344711,0.00247661,0.002531443,0.002347291,0.002613254,0.002567347,0.002685593,0.00269516,0.002483589,0.002334199,0.002346758,0.001928368,0.001693209,0.001659287,0.001682798,0.001562479,0.002297073,0.002066792,0.000500854,0.000357067,0.00031661,0.000245904,0.000209939,0.000167723,0.000146242,0.000148278,0.000158687,35.06043,-12.076143,45143982224,41946175937,42046489296,2.084141929,0.316056147,0,15.86744642,,,,,,,2.555640172,0.02698583,2.564755014,0.131009308,0.804483326,0.285622688,5
8588-K,BCI FRONTERA,ALPAT,Fondos de Deuda < 365 Dias Internacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,P,8588-KALPAT,"International Bond, < 365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009245599,0.022918751,-0.025367889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.624727,-24.406956,0,0,0,0.101442882,1.455618647,0,10,0,0,0,0,0.618704184,3.873108516,0,0,0,0,0,0,5
8813-7,BCI GESTION FLEXIBLE,ALTOP,Balanceado Agresivo,FM DE LIBRE INVERSION,6,P,8813-7ALTOP,"Balanced, Aggressive",0,-0.017568423,0.002400864,0.01406233,-0.016112359,-0.01404124,-0.017945475,-0.036795371,-0.00809276,0.001180295,-0.007148013,-0.004356035,-0.000149647,0.007328515,0.007571196,0.004709606,-0.002682788,0.032572082,0.015370017,-0.002106887,-0.005827139,-0.010870241,-0.021883949,0.006072691,0.00702597,0.007560176,-0.004176609,0.035082685,0.018045111,-0.010611803,0.017594387,0.00531144,0.017741893,0.028424317,0.014001523,0.005248943,0.041758843,-0.037944058,-0.025347333,-0.004829382,0.000921595,0.009256542,0.022085801,0.001838421,0.012527847,-0.065069222,0.002346032,-0.022508279,0.003462726,0.003879227,0.00393297,0.035315682,-0.07266955,0.061748986,0.000504368,-0.023485428,0.017176047,0.003487649,0.021128749,0.004404894,-0.010338315,-0.044410577,-0.097101076,0.056425167,0.024915077,0.016908904,0.012111866,0.028520397,-0.013413915,-0.017066219,0.068357879,0.015312532,0.001881106,-5.043286,2.0418358,331541515.3,0,0,1.273324949,9.302472565,1,10.04309106,-10.04221747,4.635510942,2.963761227,4.931599433,14.17201243,4.634571269,-10.47349838,8.866284455,5.077697779,11.70491673,4.024662703,16.09878371,7
8710-6,BCI GLOBAL TITAN,ALTOP,Accionario Desarrollado,FM MIXTO,4,P,8710-6ALTOP,International Equity,0,0.029646158,-0.014273244,-0.000623369,0.006028833,-0.00064505,0.081176819,-0.030909868,-0.027741786,0.075224375,0.02030838,-0.006712595,-0.053738305,-0.053770359,0.02180873,-0.011389659,0.057563355,-0.030902545,0.025359822,0.032772711,-0.022798834,-0.028835119,0.039819019,0.025971134,-0.031201768,0.034668747,0.031096594,0.007201365,0.030868046,-0.017056018,0.000402454,-0.03603973,0.029129294,0.019702621,0.039012188,-0.040104445,0.034136129,-0.053926839,-0.015902833,0.013567552,0.049240543,0.037196333,0.03051523,0.088622472,-0.031365574,-0.012201368,-0.047427679,-0.061253781,0.022604478,0.005868195,0.068766992,0.049124429,-0.026738634,0.018037013,0.050772224,-0.003101883,0.038114805,0.033373876,0.129849235,-0.0491482,0.073051428,-0.067211711,-0.064065798,0.096141386,-0.003795746,0.053236791,-0.023747106,0.105072096,-0.039822056,-0.061345834,0.094444853,-0.031759713,0.024778863,-51.764553,-4.4712934,2110641498,1665470.359,855909.1057,11.28432791,15.67000487,0,10.27432396,13.20143586,12.9518297,5.030648583,12.39962806,9.89319924,9.944875799,-1.427078657,16.63912331,34.90862397,16.83975115,3.45624442,23.82394606,1
8036-5,BCI RENDIMIENTO,APV,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,8036-5APV,"Domestic Bond, < 365",0,0.002001831,0.002282905,0.00223662,0.002363844,0.002285156,0.00242997,0.002489395,0.002428116,0.002526938,0.002493802,0.002734257,0.002754853,0.002583377,0.002760056,0.002542867,0.002680251,0.00260983,0.002542421,0.002513415,0.002440346,0.00253355,0.002490319,0.002591616,0.002545042,0.002118852,0.002239296,0.002085141,0.002038273,0.001863377,0.001814174,0.001789438,0.001666681,0.00169627,0.001646287,0.001733622,0.001782347,0.001615625,0.001751058,0.00166093,0.001696816,0.001678945,0.001734752,0.001707562,0.001656941,0.001718445,0.001739245,0.0018708,0.00187838,0.001787139,0.002029175,0.001987317,0.002067322,0.00198361,0.001960734,0.00189305,0.001627219,0.001386296,0.001106333,0.001139913,0.001102356,0.000975244,0.001008518,0.001496774,0.000172353,0.000162977,0.000103647,0.000103081,9.98E-05,0.000103154,0.000100283,1.00E-04,0.000104342,32.08996,-8.700322,12893689.78,13.80457004,9821.502432,2.118192307,0.265099765,0,10.00167582,2.658866466,0.065570385,2.865456267,0.030919119,2.088690676,0.071110035,1.89931126,0.023060395,1.913184619,0.124052638,0.443348987,0.17479456,5
8787-4,BCI TOP PICKS,ALTOP,Inversionistas Calificados Accionario Nacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,P,8787-4ALTOP,"Domestic Bond, < 365",0,0.039265948,-0.017766863,0.027951457,-0.012558845,-0.040341666,0.000222224,-0.027145756,-0.041265897,0.042119314,-0.039043181,-0.016387832,0.004154768,0.031655666,0.04825297,0.032583122,-0.037697152,0.000565695,0.026166065,-0.001817669,-0.017636567,0.061779208,-0.022940651,-0.00134779,0.005363501,0.029671863,0.107275348,0.001024179,-0.009430777,-0.015912419,0.078732955,0.025312368,0.025867459,0.029515286,-0.121632503,0.12152799,0.050409818,-0.048409912,-0.00955859,0.03743044,-0.044647923,-0.019752553,0.022156855,-0.023109036,0.006831975,-0.041239041,0.00511941,-0.008387153,0.045576195,-0.023922571,-0.020504528,-0.019140252,-0.059018987,0.019420385,-0.0182211,-0.017328963,0.048479312,-0.072236426,-0.056336815,0.042268933,-0.018674898,-0.088670818,-0.147322416,0.123078054,-0.08119949,0.093129731,0.014313309,-0.064486658,-0.031278897,-0.030805254,0.134646045,0.024342008,0.030600882,44.69332,26.02696,2881128349,3261555.675,6504920.435,-0.419516127,17.94866362,0,10.37446555,-8.624574422,10.8303215,12.08626961,10.87622535,28.02600548,22.96560149,-12.03140795,9.612694913,-16.96835784,13.65896339,-9.238783724,31.88598735,3
8178-7,BICE ACCIONES ASIA,D,Accionario Asia Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,8178-7D,Emerging Equity,0,-0.007353689,0.031032391,0.020695033,-0.005230644,-0.00564882,-0.000265187,-0.052920395,-0.017009365,0.042169461,-0.003559815,-0.008076658,-0.079433525,-0.04897608,0.05545345,-0.012017517,0.03643076,-0.01798779,0.036501241,0.044779814,-0.016578051,-0.033163889,-0.000337995,-0.028814315,0.027639915,0.032581074,0.054463431,0.022006723,0.041938346,0.002607715,0.028208965,-0.021446388,0.002071498,0.042556307,0.016958202,-0.02974568,0.045169681,-0.068959058,-0.003072998,0.005686845,0.030524496,-0.023907178,-0.017427193,0.033060752,-0.048686293,-0.070280037,0.007531966,-0.00323162,0.016983046,0.012716445,0.060145919,0.017722925,-0.03976968,0.014382856,0.010618818,-0.011411706,0.019998487,0.050506071,0.107748702,-0.022684805,0.008641522,-0.005431755,-0.090772992,0.069456615,-0.03434379,0.100459905,0.012680289,0.073357491,-0.007174412,0.012661828,0.054128333,-0.013974473,0.077408946,-34.2637,-30.543264,1424749792,5425480.123,2456779.632,8.090732524,13.68886938,0,10.18517735,-0.936560545,8.795889626,0.897351959,12.38884871,20.56893599,9.27115356,-15.34279107,12.38512845,23.34945101,14.19903364,16.73541832,19.15760381,8
8725-4,BICE ACCIONES BRASIL,D,Accionario Brasil,FM DE LIBRE INVERSION,6,P,8725-4D,International Equity,0,0.005818783,-0.089508017,0,-0.09710986,0.029084495,-0.087524133,-0.081682896,-0.118187271,0.02459809,0.05603646,-0.081570953,-0.123820162,0.034444947,0.174971685,0.070366041,-0.081758912,0.110195463,0.064332274,0.05103039,-0.029617044,0.104297042,-0.059942417,-0.010806638,0.076863705,0.044894433,-0.000335051,-0.018150398,-0.032763246,-0.039773984,0.085325246,0.029006533,0.04890299,-0.03604472,-0.029265,0.006771463,0.124861818,-0.026644341,0.001787259,-0.031265603,-0.116259059,-0.056223882,0.078540612,-0.04254506,-0.001454876,0.207737755,-0.060142151,-0.003315827,0.101450466,-0.05976483,0.001745906,-0.01125458,0.033237491,0.016876301,0.01765849,-0.076412454,0.025928958,0.082752467,0.022131486,0.039581703,-0.040987691,-0.111573186,-0.363790081,0.021957098,0.05135833,0.084965761,0.022735476,-0.043911055,-0.065146496,-0.049141629,0.207990101,0.040652398,-0.056275141,-1.3175598,-46.180126,307692728.6,885126.3885,935282.3394,-3.584069745,29.47392468,0,10.03999139,-36.79588984,22.8689889,47.83610106,27.09382446,5.118690107,14.45133058,-8.090445615,29.57833611,8.552249525,15.50782373,-28.00345967,49.64284028,6
8114-0,BICE ACCIONES EUROPA,D,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,8114-0D,International Equity,0,0.032762251,0.033048321,-0.040570962,0.010041896,-0.012834586,0.081667954,-0.049987311,-0.039242818,0.051837885,0.050038025,-0.023584265,-0.083850689,-0.038078271,-7.94E-05,-0.006529538,0.054213426,-0.124029673,0.044422685,0.04142428,-0.024265248,-0.038836462,-0.010791601,0.02837273,-0.018808628,0.001967753,0.066649188,0.043915332,0.053471508,-0.021812456,0.014325371,-0.040355818,0.046381001,0.004622437,0.012443523,-0.038906715,0.04428205,-0.070074426,-0.004001348,0.034755236,0.001964905,0.003596275,0.009910828,0.039103818,-0.038811739,-0.054994072,-0.057995005,-0.033115312,0.019877932,0.018128375,0.041932547,0.044813579,-0.011140341,0.01435155,0.010519892,0.000692053,0.020250246,0.04623959,0.127644239,-0.046799245,0.047569053,-0.057290434,-0.10876545,0.055766944,0.018858673,0.050330321,-0.032130451,0.062013388,-0.005317878,-0.066258757,0.120069863,-0.013805474,0.009401335,-47.788227,4.741126,2577199273,5041252.554,4211128.447,3.678081705,16.47680877,0,10.33496333,8.664774731,15.39224749,-8.430769782,17.6712436,14.47275691,12.74358053,-16.3301533,13.03185317,28.9863549,15.14127808,0.102104908,23.22877665,1
9223-1,BICE ACCIONES INDIA,D,Accionario Pais,FM DE LIBRE INVERSION,6,P,9223-1D,International Equity,0,-0.001427655,0.027665262,0.069262398,0.017959166,-0.014394956,-0.016660821,-0.085153026,-0.041143904,0.075771326,0.023134302,-0.01879095,-0.095564024,-0.064255629,0.050922626,-0.021075997,0.0491666,-0.064671246,0.034348798,0.043407041,-0.043096253,-0.015002829,-0.05288896,-0.021207362,0.020809802,0.051711283,0.085382149,0.030727666,0.011178078,-0.019562872,0.038032017,-0.050365019,-0.026950544,0.0581839,0.019240191,-0.021239818,0.002544074,-0.079717509,-0.016776367,0.034560191,0.000932347,-0.000525509,0.031261404,0.052170322,-0.137434322,-0.020116703,0.060060648,0.027130692,-0.085050443,-0.01096629,0.122789979,-0.004629732,0.05676612,-0.045631446,-0.018427047,0.001341995,0.055011288,0.034143069,0.10363294,-0.066684879,0.064552689,-0.037677234,-0.239965269,0.104683214,-0.059116108,0.083128473,0.001616667,0.068729959,0.017026684,-0.010162423,0.086406978,0.006757095,0.016894495,-35.240143,-31.634548,127687564.7,274988.208,257570.909,3.531679548,21.74389573,0,10.01659579,,,,,18.11005872,14.49357098,-6.484536729,20.48033758,23.13598524,20.65283196,-2.951010866,33.39872262,8
9007-7,BICE ACCIONES JAPON,D,Accionario Pais,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,9007-7D,International Equity,0,0,0.0154467,0.007734035,0.051235405,-0.004628766,0.022302309,-0.091304891,-0.069674808,0.068548328,0.045732969,-0.021588236,-0.068971874,-0.087222898,0.028177618,-0.021218415,0.067633993,-0.094348252,0.028814679,0.00073102,0.000889076,0.035155031,0.053549158,0.016042236,-0.00652808,0.00546935,0.004772264,0.008995648,0.028108726,0.018924911,-0.00039588,-0.003239566,0.039812826,0.05712324,0.019302875,0.01233058,0.014630296,-0.045083556,-0.016624425,0.021520274,-0.007869847,-0.014190492,0.012108942,-0.00447598,0.041440989,-0.11108076,0.01216569,-0.101001339,0.037737134,0.031361078,0.010558213,0.015034095,-0.08346837,0.032349798,0.00945409,-0.036967502,0.069077397,0.040712099,0.02187183,-0.008239828,-0.029417828,-0.09433572,-0.047949623,0.048593599,0.071017104,-0.003889505,-0.01061202,0.051401563,0.032837764,-0.005281735,0.127783598,0.000613489,-0.006543094,-26.051569,0.53831387,205967835.3,395084.4009,426589.1748,2.785065324,15.85765272,0,10.02677002,1.17124,16.91332666,1.417925081,18.14872696,20.67914269,6.332494802,-20.36938569,16.7855621,9.722929626,14.20908805,16.33164517,20.83520244,9
8801-3,BICE ACCIONES MEXICO,K,Accionario Pais,FM DE LIBRE INVERSION,6,P,8801-3K,International Equity,0,-0.001427655,0.027665262,0.069262398,0.017959166,-0.014394956,-0.016660821,-0.085153026,-0.041143904,0.075771326,0.023134302,-0.01879095,-0.095564024,-0.064255629,0.050922626,-0.021075997,0.0491666,-0.064671246,0.034348798,0.043407041,-0.005628344,0.003730417,0.041479111,-0.015560204,-0.022423765,0.029912327,0.135981495,0.016168383,0.005524809,0.057325029,0.033434997,-0.023762786,-0.01533439,-0.085114646,0.031470993,-0.057268739,0.061253716,-0.075888406,0.039935536,0.02593165,-0.085894009,0.103438834,0.084930929,0.032229452,-0.007589473,-0.143019659,-0.094498393,0.068587778,0.036931836,-0.045142303,0.047580109,0.066700928,-0.021451738,-0.001468689,-0.011332144,0.028943833,0.034913313,0.048473147,0.092310298,-0.031867823,0.098303832,-0.06440945,-0.269315066,0.023359612,0.019410423,0.028738992,-0.053806146,0.020171605,0.016485691,0.007417141,0.19096153,0.007220244,-0.022982242,-28.456661,-11.394896,445074814.1,0,211884.9314,5.52638237,25.49027307,0,10.05784719,,,,,11.70622905,20.46426408,-8.349661807,28.61983349,21.70167589,15.24375425,-13.00692905,37.64254597,1
8937-0,BICE ACCIONES PERU,K,Accionario Pais,FM DE LIBRE INVERSION,6,P,8937-0K,International Equity,0,-0.001427655,0.027665262,0.069262398,0.017959166,-0.014394956,-0.016660821,-0.085153026,-0.041143904,0.075771326,0.023134302,-0.01879095,-0.095564024,-0.064255629,0.050922626,-0.021075997,0.0491666,-0.064671246,0.034348798,0.043407041,-0.005628344,0.003730417,0.041479111,-0.015560204,0.021246971,-0.020039859,0.023243988,-0.023745449,0.040876626,-0.019897877,0.027610201,0.011068756,0.048615542,0.074455893,0.004554776,-0.034170573,0.03055749,-0.043665296,0.02345353,0.039363877,-0.007254243,-0.028356213,0.003907611,-0.006263451,-0.041333815,-0.004452905,-0.0154309,0.039142951,0.01639036,0.012559844,0.067303593,-0.008086112,-0.043421413,0.032174049,-0.014079575,-0.018579393,0.028172408,0.015122831,0.090504634,-0.01727325,0.011506614,-0.071384805,-0.190895187,0.038766595,0.02864167,0.068331655,-0.018986829,0.066301928,-0.038047433,-0.032280111,0.098877476,-0.016749077,0.061356048,-26.941854,-6.7624383,11661011.79,0,0,6.244370449,16.51691762,0,10.0015156,,,,,13.42513523,11.97755735,-4.411310905,9.958340325,14.55079394,13.78401168,-9.759654864,28.01840321,9
8819-6,BICE CHILE ACTIVO,D,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,8819-6D,Domestic Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174,-0.00724294,-0.022914208,0.055543954,-0.033869526,-0.008666332,0.006708155,0.036936228,0.091218989,-0.002591987,-0.005846431,-0.02974292,0.076738106,0.02929855,0.028862804,0.04813808,-0.112691501,0.107236885,0.0490957,-0.053326083,-0.014680493,0.033043708,-0.057188656,-0.030164775,0.018682554,-0.021641709,0.010384047,-0.041394376,-0.000864168,-0.01171431,0.053319131,-0.024122024,-0.020496339,-0.026630178,-0.046364834,0.013663018,-0.022248271,-0.042408583,0.062912597,-0.07432937,-0.044381502,0.02254657,-0.023775424,-0.093327011,-0.129406095,0.125967131,-0.071993727,0.087870437,0.016481352,-0.043233274,-0.043338491,-0.044818392,0.137011911,0.034719515,0.037188535,50.461395,29.781668,798937206.9,1077120.262,1044513.326,-1.702938855,16.77400982,0,10.10383934,0,0,-1.91938,7.635760608,27.82615019,21.4101251,-16.01741557,10.10897107,-19.03714073,13.2352387,-6.18819651,31.01882296,3
8553-7,BICE CHILE MID CAP,K,Accionario Nacional Otros,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,8553-7K,Domestic Equity,0,0.047943391,-0.021308026,0.004851105,-0.020093047,-0.033442413,-0.015115747,-0.004841664,-0.018464832,0.011843371,-0.035590378,0.00257914,0.004447602,0.028131738,0.054944722,0.003595296,-0.002064035,0.000278257,0.071451785,0.020250378,0.020582256,0.043075594,-0.058827554,-0.045239813,0.015466502,0.041875317,0.150617292,0.041659714,-0.010566189,-0.03779711,0.09658138,0.012943408,0.033283278,0.081621472,-0.157073355,0.17419523,0.039858537,-0.036626437,-0.046217119,0.048548922,-0.035679095,-0.069210329,0.000320898,0.021727585,0.025958916,-0.050904661,0.011739227,0.013373242,0.038812971,-0.006020724,-0.03256188,-0.010033844,-0.03876923,0.018181525,-0.038179431,-0.084140449,0.054236271,-0.094372166,-0.118497232,0.016130985,-0.021973197,-0.102396756,-0.168034187,0.136795467,-0.045902502,0,0,0,0,0,0,0,0,55.954994,25.08308,129222752.5,43056.23018,877602.1101,-6.681129455,22.94120344,0,10.01679532,,,,,46.07529212,31.63437183,-11.76144752,13.2850826,-29.81282214,18.19050708,-19.00373656,26.06383015,3
8142-6,BICE CHILE SELECTIVO,D,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,8142-6D,Domestic Equity,0,0.029761232,-0.017520997,0.0237734,-0.011587784,-0.037215655,-0.006624864,-0.011546009,-0.035197953,0.025294377,-0.047348672,0.002675111,0.003916092,0.004166512,0.044438273,0.012140888,-0.026348197,0.005122141,0.031198232,-0.001511726,-0.028091176,0.05759302,-0.027986364,-0.009241216,0.003206121,0.035176351,0.093837663,-0.004891887,-0.002676847,-0.024342661,0.065349499,0.017080598,0.031930779,0.044240354,-0.109487905,0.107651425,0.049540654,-0.045867435,-0.016977192,0.030310465,-0.058827304,-0.032128733,0.022846494,-0.031440882,0.007172889,-0.042396367,-0.000286265,-0.004764848,0.057237594,-0.024232221,-0.015135317,-0.021360615,-0.053308285,0.017761911,-0.023557668,-0.032899914,0.050184073,-0.068359097,-0.053198361,0.02920148,-0.029315172,-0.096065844,-0.141881498,0.128698704,-0.099431723,0.082359142,0.013179339,-0.060041842,-0.036162963,-0.030653918,0.132212075,0.034354473,0.02768961,46.94894,28.573072,2358893669,1974701.434,2861869.624,-3.06392113,17.48209192,0,10.30658975,-8.550459205,9.110633264,5.88184801,10.0796934,26.27347894,20.76239717,-16.31355623,10.09068405,-18.41846042,12.72224724,-11.07484731,32.27163988,3
8935-4,BICE COLOMBIA,K,Accionario Pais,FM DE LIBRE INVERSION,6,P,8935-4K,International Equity,0,-0.001427655,0.027665262,0.069262398,0.017959166,-0.014394956,-0.016660821,-0.085153026,-0.041143904,0.075771326,0.023134302,-0.01879095,-0.095564024,-0.064255629,0.050922626,-0.021075997,0.0491666,-0.064671246,0.034348798,0.043407041,-0.005628344,0.003730417,0.041479111,-0.015560204,0.001074354,-0.018145994,0.072504472,-0.010645933,0.063705195,-0.035066224,0.01687793,-0.02591977,0.024566017,-0.071064183,0.032780477,0.02093189,0.089643365,-0.085325161,0.029887327,0.103946481,-0.007765005,0.034146958,-0.027061345,0.032030411,-0.017069305,-0.087138272,-0.044881102,-0.007838272,0.082794298,0.038350767,0.068535244,-0.027236519,-0.045106914,0.059486081,0.024008421,-0.023133101,0.011624136,0.078358884,0.035666536,0.037924908,-0.005749465,-0.053557432,-0.356658453,0.049428446,-0.015721494,0.027777566,-0.036857125,0.079998472,-0.056341449,-0.044160176,0.180329701,0.122913097,-0.075703673,-26.6386,-8.193118,355747735.7,0,211884.9316,1.915142869,26.79215872,0,10.04623719,,,,,6.294441653,14.96330171,-8.893990773,19.40618327,28.08477339,14.07395893,-19.61608165,48.13519316,9
8749-1,BICE COMMODITIES,D,Accionario Sectorial,FM DE LIBRE INVERSION,6,P,8749-1D,Domestic Equity,0,0.036114112,0.008041135,0.01671123,-0.024604117,0.015246639,-0.071250229,-0.015749303,-0.022101211,-0.009102693,-0.03165439,-0.024373245,-0.03245665,-0.016119915,0.009124587,0.066606363,0.021400318,0.028471582,-0.074723136,0.016690507,0.007424065,0.000749959,0.012376938,0.032782998,-0.01900641,-0.000624742,-0.025487231,-0.019883442,-0.007288265,-0.024944262,0.030613924,-0.003919929,0.015786416,0.010386879,0.00162698,0.016849122,0.023849156,-0.036317516,0.000343908,0.02999763,0.009939102,-0.031193416,-0.017437786,-0.013874579,0.004883746,-0.028553668,-0.044251098,-0.053172884,0.045138788,0.015318023,-0.00048097,-0.005008899,-0.042567489,0.011416794,-0.015176035,-0.031255247,0.005245807,0.015176738,-0.016321252,0.039669782,-0.075511502,-0.030953064,-0.149797096,-0.026562428,0.03767406,0.056272854,0.055514778,0.045897187,-0.042902774,-0.008144123,0.055963802,0.029414388,0.034489794,1.276897,-16.947502,20327232.88,91870.98569,73252.86047,-5.274293464,12.48740855,0,10.00264197,-18.58406115,9.095225315,10.3136132,12.0974426,-0.85077158,6.304839144,-16.84408743,8.817101093,-2.639835403,8.090837319,0.140507219,21.83643944,2
8475-1,BICE EMERGENTE,D,Accionario Emergente,FM DE LIBRE INVERSION,6,P,8475-1D,Emerging Equity,0,-0.007165253,0.007895279,0.014483276,-0.015261167,-0.00738439,-0.001002578,-0.048405566,-0.021470149,0.049111573,-0.002044464,-0.015039409,-0.063581004,-0.032750597,0.04898074,-0.006847314,0.02166072,-0.01985026,0.038608431,0.036832214,-0.02038078,-0.015031335,-0.012940643,-0.010337897,0.019020697,0.02491155,0.041302462,0.013604031,0.027746842,-0.007443284,0.032238297,-0.00845266,0.009910546,0.020203784,0.014742838,-0.026407426,0.060107057,-0.059702118,-0.005138087,-0.005687978,-0.00458908,-0.024963656,0.011559553,0.021708652,-0.032818155,-0.042647601,0.000474841,-0.011125476,0.032978187,-0.002790346,0.042190505,0.02007097,-0.029640694,0.016765429,0.013091538,-0.026531644,0.026177257,0.04976418,0.095448102,-0.016748114,0.011641226,-0.040317104,-0.148069407,0.066843318,-0.028217668,0.104447562,0.003766782,0.036925341,-0.009949718,-0.005755088,0.092239693,0.002895633,0.041369628,-32.44351,-26.590471,1250395197,1587070.682,1478035.337,4.749771644,13.25052623,0,10.16251616,-4.81215392,8.38821958,2.421558489,9.842992239,14.96604758,6.951019589,-14.52875894,8.318144203,19.69019597,12.76183463,5.063373572,24.30830553,8
8687-8,BICE EST AGRESIVA,D,Balanceado Moderado,FM DE LIBRE INVERSION,6,P,8687-8D,"Balanced, Moderate",0,0.029725782,0.018055564,-0.002971834,0.013980275,-0.00422636,0.030374366,-0.043901216,-0.022188903,0.030990367,0.017216427,-0.011543535,-0.031797848,-0.020042914,0.017490851,-0.001658801,0.020476318,-0.018467322,0.017602646,0.018781397,-0.012250979,-0.001361164,0.001832544,0.006999302,0.000640307,0.015954712,0.028951717,0.012062203,0.015170315,-0.011131586,0.020783678,-0.003827926,0.018484228,0.01481061,-0.007972384,0.001652957,0.036652329,-0.034673496,-0.00281932,0.01656314,-0.005958737,-0.010137897,0.004253208,0.012237749,-0.008181031,-0.018167071,-0.006113175,-0.014889601,0.025546722,0.003842147,0.015238604,0.007897693,-0.012659509,0.018774205,0.010424431,-0.002330894,0.016343796,0.008227639,0.03490364,-0.008755715,0.022471839,-0.029941757,-0.109727581,0.053660976,-0.013512135,0.036630089,-0.004019092,0.031156518,-0.023558302,-0.012327423,0.06809551,0.007382307,0.017028303,-19.784786,-2.4069254,1705041999,2795669.598,1443039.06,4.471571318,8.480785751,0,10.22160745,5.382602491,8.402829646,2.863869102,5.20655161,10.91809248,4.470072525,-6.67904998,4.932858727,9.487641586,4.645053044,-0.830868838,16.87287412,7
